poem_title,section,slug,path,versions,author_lines,viewport_width,content_width,font_size,font_family,automatic_wraps,affected_lines,affected_line_share,wrap_free
Урок,different,lesson,/different/lesson,2,26,414,378,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,480,444,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Урок,different,lesson,/different/lesson,2,26,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,320,284,18,"""Times New Roman"", Times, serif",9,9,0.346154,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,320,284,17,"""Times New Roman"", Times, serif",8,8,0.307692,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,320,284,16,"""Times New Roman"", Times, serif",7,7,0.269231,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,360,324,18,"""Times New Roman"", Times, serif",6,6,0.230769,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,360,324,17,"""Times New Roman"", Times, serif",5,5,0.192308,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,360,324,16,"""Times New Roman"", Times, serif",3,3,0.115385,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,384,348,18,"""Times New Roman"", Times, serif",4,4,0.153846,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,384,348,17,"""Times New Roman"", Times, serif",3,3,0.115385,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,384,348,16,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,390,354,18,"""Times New Roman"", Times, serif",3,3,0.115385,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,390,354,17,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,390,354,16,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,393,357,18,"""Times New Roman"", Times, serif",3,3,0.115385,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,393,357,17,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,393,357,16,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,414,378,18,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,414,378,17,"""Times New Roman"", Times, serif",2,2,0.076923,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,414,378,16,"""Times New Roman"", Times, serif",1,1,0.038462,false
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,480,444,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Внезапная встреча,different,unexpected-meeting,/different/unexpected-meeting,2,26,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,320,284,18,"""Times New Roman"", Times, serif",10,10,0.172414,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,320,284,17,"""Times New Roman"", Times, serif",7,7,0.120690,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,320,284,16,"""Times New Roman"", Times, serif",4,4,0.068966,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,360,324,18,"""Times New Roman"", Times, serif",4,4,0.068966,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,360,324,17,"""Times New Roman"", Times, serif",3,3,0.051724,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,360,324,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,384,348,18,"""Times New Roman"", Times, serif",2,2,0.034483,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,384,348,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,384,348,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,390,354,18,"""Times New Roman"", Times, serif",2,2,0.034483,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,390,354,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,390,354,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,393,357,18,"""Times New Roman"", Times, serif",2,2,0.034483,false
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,393,357,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,393,357,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,414,378,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,414,378,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,414,378,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,480,444,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Рубенсовские женщины,different,rubens-women,/different/rubens-women,2,58,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,320,284,18,"""Times New Roman"", Times, serif",1,1,0.041667,false
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,320,284,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,320,284,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,360,324,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,360,324,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,360,324,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,384,348,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,384,348,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,384,348,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,390,354,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,390,354,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,390,354,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,393,357,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,393,357,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,393,357,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,414,378,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,414,378,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,414,378,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,480,444,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Конкурс мужской красоты,different,male-beauty-contest,/different/male-beauty-contest,2,24,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,320,284,18,"""Times New Roman"", Times, serif",20,20,0.476190,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,320,284,17,"""Times New Roman"", Times, serif",15,15,0.357143,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,320,284,16,"""Times New Roman"", Times, serif",12,12,0.285714,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,360,324,18,"""Times New Roman"", Times, serif",12,12,0.285714,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,360,324,17,"""Times New Roman"", Times, serif",8,8,0.190476,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,360,324,16,"""Times New Roman"", Times, serif",4,4,0.095238,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,384,348,18,"""Times New Roman"", Times, serif",7,7,0.166667,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,384,348,17,"""Times New Roman"", Times, serif",4,4,0.095238,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,384,348,16,"""Times New Roman"", Times, serif",3,3,0.071429,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,390,354,18,"""Times New Roman"", Times, serif",6,6,0.142857,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,390,354,17,"""Times New Roman"", Times, serif",4,4,0.095238,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,390,354,16,"""Times New Roman"", Times, serif",3,3,0.071429,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,393,357,18,"""Times New Roman"", Times, serif",6,6,0.142857,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,393,357,17,"""Times New Roman"", Times, serif",4,4,0.095238,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,393,357,16,"""Times New Roman"", Times, serif",3,3,0.071429,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,414,378,18,"""Times New Roman"", Times, serif",4,4,0.095238,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,414,378,17,"""Times New Roman"", Times, serif",3,3,0.071429,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,414,378,16,"""Times New Roman"", Times, serif",1,1,0.023810,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,480,444,18,"""Times New Roman"", Times, serif",1,1,0.023810,false
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Авторский вечер,different,authors-evening,/different/authors-evening,2,42,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,320,284,18,"""Times New Roman"", Times, serif",8,8,0.500000,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,320,284,17,"""Times New Roman"", Times, serif",4,4,0.250000,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,320,284,16,"""Times New Roman"", Times, serif",2,2,0.125000,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,360,324,18,"""Times New Roman"", Times, serif",2,2,0.125000,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,360,324,17,"""Times New Roman"", Times, serif",2,2,0.125000,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,360,324,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,384,348,18,"""Times New Roman"", Times, serif",2,2,0.125000,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,384,348,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,384,348,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,390,354,18,"""Times New Roman"", Times, serif",1,1,0.062500,false
Надгробная надпись,different,epitaph,/different/epitaph,2,16,390,354,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,390,354,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,393,357,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,393,357,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,393,357,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,414,378,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,414,378,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,414,378,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,480,444,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Надгробная надпись,different,epitaph,/different/epitaph,2,16,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,320,284,18,"""Times New Roman"", Times, serif",21,21,0.328125,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,320,284,17,"""Times New Roman"", Times, serif",14,14,0.218750,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,320,284,16,"""Times New Roman"", Times, serif",7,7,0.109375,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,360,324,18,"""Times New Roman"", Times, serif",6,6,0.093750,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,360,324,17,"""Times New Roman"", Times, serif",6,6,0.093750,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,360,324,16,"""Times New Roman"", Times, serif",3,3,0.046875,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,384,348,18,"""Times New Roman"", Times, serif",6,6,0.093750,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,384,348,17,"""Times New Roman"", Times, serif",3,3,0.046875,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,384,348,16,"""Times New Roman"", Times, serif",1,1,0.015625,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,390,354,18,"""Times New Roman"", Times, serif",5,5,0.078125,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,390,354,17,"""Times New Roman"", Times, serif",3,3,0.046875,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,390,354,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,393,357,18,"""Times New Roman"", Times, serif",5,5,0.078125,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,393,357,17,"""Times New Roman"", Times, serif",2,2,0.031250,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,393,357,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,414,378,18,"""Times New Roman"", Times, serif",2,2,0.031250,false
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,414,378,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,414,378,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,480,444,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,480,444,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,480,444,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,500,464,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,500,464,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,500,464,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,535,499,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,535,499,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,535,499,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,536,500,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,536,500,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,536,500,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,760,724,18,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,760,724,17,"""Times New Roman"", Times, serif",0,0,0.000000,true
Радость писательства,different,joy-of-writing,/different/joy-of-writing,2,64,760,724,16,"""Times New Roman"", Times, serif",0,0,0.000000,true
Вот память и нашла,different,memory-at-last,/different/memory-at-last,2,60,320,284,18,"""Times New Roman"", Times, serif",23,23,0.383333,false
